SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016
040,06,000,00000,00000,00000,0,A,California,California,37253956,37254522,37332685,37676861,38011074,38335203,38680810,38993940,39250017
162,06,000,00296,00000,00000,0,A,Adelanto city,California,31765,31760,31672,31895,31145,31287,32626,33077,33391
162,06,000,00394,00000,00000,0,A,Agoura Hills city,California,20330,20330,20337,20494,20576,20633,20700,20795,20745
162,06,000,00562,00000,00000,0,A,Alameda city,California,73812,73812,73964,74730,75716,76556,77562,78363,78906
162,06,000,00674,00000,00000,0,A,Albany city,California,18539,18543,18575,18763,19008,19236,19477,19669,19688
162,06,000,00884,00000,00000,0,A,Alhambra city,California,83089,83096,83168,83685,84265,84521,85003,85058,85474
162,06,000,00947,00000,00000,0,A,Aliso Viejo city,California,47823,48052,48200,48913,49518,50036,50043,49985,51424
162,06,000,01444,00000,00000,0,A,Alturas city,California,2827,2827,2831,2765,2708,2634,2615,2585,2537
162,06,000,01514,00000,00000,0,A,Amador City city,California,185,185,185,185,184,183,185,189,191
162,06,000,01640,00000,00000,0,A,American Canyon city,California,19454,19542,19626,19859,20057,20299,20389,20466,20452
162,06,000,02000,00000,00000,0,A,Anaheim city,California,336265,336440,337235,340559,343053,344900,345698,349288,351043
162,06,000,02042,00000,00000,0,A,Anderson city,California,9932,9932,9942,10012,10058,10127,10205,10204,10232
162,06,000,02112,00000,00000,0,A,Angels city,California,3836,3836,3826,3793,3765,3748,3751,3768,3786
162,06,000,02252,00000,00000,0,A,Antioch city,California,102372,102745,103113,104260,105633,107411,109083,110189,110898
162,06,000,02364,00000,00000,0,A,Apple Valley town,California,69135,69139,69326,70089,70501,70875,71362,71980,72553
162,06,000,02462,00000,00000,0,A,Arcadia city,California,56364,56370,56409,56737,56981,57427,57742,58071,58523
162,06,000,02476,00000,00000,0,A,Arcata city,California,17231,17231,17502,17729,17710,17701,17712,17802,17974
162,06,000,02868,00000,00000,0,A,Arroyo Grande city,California,17252,17246,17271,17334,17515,17698,17872,18055,18097
162,06,000,02896,00000,00000,0,A,Artesia city,California,16522,16522,16524,16593,16659,16714,16793,16873,16874
162,06,000,02924,00000,00000,0,A,Arvin city,California,19304,19304,19352,19694,20093,20299,20548,20808,21086
162,06,000,03064,00000,00000,0,A,Atascadero city,California,28310,28304,28421,28607,28760,29078,29402,30033,30330
162,06,000,03092,00000,00000,0,A,Atherton town,California,6914,6920,6918,6956,7031,7088,7123,7147,7207
162,06,000,03162,00000,00000,0,A,Atwater city,California,28168,28172,28258,28526,28640,28741,28897,29086,29270
162,06,000,03204,00000,00000,0,A,Auburn city,California,13330,13305,13346,13531,13632,13850,13917,13917,13963
162,06,000,03274,00000,00000,0,A,Avalon city,California,3728,3728,3729,3747,3761,3771,3779,3778,3767
162,06,000,03302,00000,00000,0,A,Avenal city,California,15505,15505,15278,15100,14860,14146,13271,13258,12466
162,06,000,03386,00000,00000,0,A,Azusa city,California,46361,46346,46322,46555,47218,47772,48462,49415,49628
162,06,000,03526,00000,00000,0,A,Bakersfield city,California,347483,347611,348969,353462,357826,363439,367819,372476,376380
162,06,000,03666,00000,00000,0,A,Baldwin Park city,California,75390,75390,75442,75842,76324,76541,76581,76628,76464
162,06,000,03820,00000,00000,0,A,Banning city,California,29603,29594,29732,30014,30257,30476,30675,30825,31026
162,06,000,04030,00000,00000,0,A,Barstow city,California,22639,22639,22707,22927,23040,23237,23435,23639,23835
162,06,000,04758,00000,00000,0,A,Beaumont city,California,36877,36874,37278,38553,39353,40424,42117,43629,45349
162,06,000,04870,00000,00000,0,A,Bell city,California,35477,35477,35502,35696,35837,35944,35981,35999,35864
162,06,000,04982,00000,00000,0,A,Bellflower city,California,76616,76610,76638,77025,77339,77573,77725,77991,77790
162,06,000,04996,00000,00000,0,A,Bell Gardens city,California,42072,42053,42072,42268,42709,42807,42830,42859,42806
162,06,000,05108,00000,00000,0,A,Belmont city,California,25835,25844,25890,26204,26547,26791,27010,27149,27081
162,06,000,05164,00000,00000,0,A,Belvedere city,California,2068,2068,2070,2089,2103,2119,2133,2126,2122
162,06,000,05290,00000,00000,0,A,Benicia city,California,26997,26997,27029,27162,27358,27564,27831,28053,28174
162,06,000,06000,00000,00000,0,A,Berkeley city,California,112580,112489,112914,114026,115415,117045,118754,120613,121240
162,06,000,06308,00000,00000,0,A,Beverly Hills city,California,34109,34102,34130,34305,34506,34576,34645,34667,34687
162,06,000,06434,00000,00000,0,A,Big Bear Lake city,California,5019,5018,5030,5075,5103,5121,5157,5200,5235
162,06,000,06560,00000,00000,0,A,Biggs city,California,1707,1707,1708,1695,1694,1692,1695,1695,1701
162,06,000,06798,00000,00000,0,A,Bishop city,California,3879,3879,3872,3848,3849,3846,3843,3806,3782
162,06,000,07162,00000,00000,0,A,Blue Lake city,California,1253,1253,1254,1245,1242,1240,1238,1248,1265
162,06,000,07218,00000,00000,0,A,Blythe city,California,20817,20779,20472,20199,20568,19776,19190,19128,19693
162,06,000,07946,00000,00000,0,A,Bradbury city,California,1048,1048,1048,1059,1065,1076,1077,1083,1079
162,06,000,08058,00000,00000,0,A,Brawley city,California,24953,24953,25020,25272,25556,25611,25771,25837,26149
162,06,000,08100,00000,00000,0,A,Brea city,California,39282,39189,39432,39865,40203,40982,41348,41769,42471
162,06,000,08142,00000,00000,0,A,Brentwood city,California,51481,51624,51827,52751,53546,54956,56877,58767,60532
162,06,000,08310,00000,00000,0,A,Brisbane city,California,4282,4282,4292,4348,4407,4455,4600,4703,4693
162,06,000,08758,00000,00000,0,A,Buellton city,California,4828,4828,4837,4863,4911,4974,5038,5071,5095
162,06,000,08786,00000,00000,0,A,Buena Park city,California,80530,80613,80822,81643,82196,82888,82800,82928,83156
162,06,000,08954,00000,00000,0,A,Burbank city,California,103340,103375,103406,103891,104305,104634,104722,104790,104447
162,06,000,09066,00000,00000,0,A,Burlingame city,California,28806,28806,28848,29283,29671,29940,30243,30382,30301
162,06,000,09598,00000,00000,0,A,Calabasas city,California,23058,23462,23473,23775,23875,24106,24132,24179,24176
162,06,000,09710,00000,00000,0,A,Calexico city,California,38572,38573,38668,39031,39316,39475,39759,39969,40232
162,06,000,09780,00000,00000,0,A,California City city,California,14120,14120,13469,12843,13362,13225,13233,13240,13707
162,06,000,09864,00000,00000,0,A,Calimesa city,California,7879,7885,7923,8005,8104,8213,8395,8509,8616
162,06,000,09878,00000,00000,0,A,Calipatria city,California,7705,7705,7698,7696,8004,7106,7518,7416,7526
162,06,000,09892,00000,00000,0,A,Calistoga city,California,5155,5155,5165,5199,5224,5262,5285,5307,5311
162,06,000,10046,00000,00000,0,A,Camarillo city,California,65201,65178,65298,65589,65766,66009,66675,67339,67363
162,06,000,10345,00000,00000,0,A,Campbell city,California,39349,39348,39455,39825,40334,40698,41029,40955,40939
162,06,000,10928,00000,00000,0,A,Canyon Lake city,California,10561,10561,10610,10713,10804,10882,10973,11036,11137
162,06,000,11040,00000,00000,0,A,Capitola city,California,9918,9918,9931,9970,10014,10070,10118,10169,10180
162,06,000,11194,00000,00000,0,A,Carlsbad city,California,105328,105569,105952,107822,109412,111173,112181,113259,113952
162,06,000,11250,00000,00000,0,A,Carmel-by-the-Sea city,California,3722,3722,3731,3766,3803,3837,3863,3879,3891
162,06,000,11446,00000,00000,0,A,Carpinteria city,California,13040,13044,13060,13080,13215,13540,13656,13697,13684
162,06,000,11530,00000,00000,0,A,Carson city,California,91714,91714,91636,91811,92331,92742,92917,92985,92797
162,06,000,12048,00000,00000,0,A,Cathedral City city,California,51200,51200,51436,52087,52522,52913,53287,53626,54056
162,06,000,12524,00000,00000,0,A,Ceres city,California,45417,45899,45974,46163,46408,46662,47140,47701,48278
162,06,000,12552,00000,00000,0,A,Cerritos city,California,49041,49047,49064,49295,49487,49631,49674,49688,50555
162,06,000,13014,00000,00000,0,A,Chico city,California,86187,86401,86397,86880,87652,88170,89304,90264,91567
162,06,000,13210,00000,00000,0,A,Chino city,California,77983,77972,78570,79561,79972,80878,84457,85363,87776
162,06,000,13214,00000,00000,0,A,Chino Hills city,California,74799,74799,74994,75722,76185,76483,76759,78100,78822
162,06,000,13294,00000,00000,0,A,Chowchilla city,California,18720,18782,18720,18912,18082,17393,18895,18449,18236
162,06,000,13392,00000,00000,0,A,Chula Vista city,California,243916,243920,244729,248592,252882,257292,260639,265041,267172
162,06,000,13588,00000,00000,0,A,Citrus Heights city,California,83301,83255,83381,83927,84521,85151,85923,86782,87432
162,06,000,13756,00000,00000,0,A,Claremont city,California,34926,34929,34961,35283,35396,35781,35858,36106,36059
162,06,000,13882,00000,00000,0,A,Clayton city,California,10897,10918,10961,11155,11281,11490,11668,11829,11992
162,06,000,13945,00000,00000,0,A,Clearlake city,California,15250,15250,15267,15138,15066,15013,15069,15150,15053
162,06,000,14190,00000,00000,0,A,Cloverdale city,California,8618,8618,8628,8661,8684,8737,8777,8799,8801
162,06,000,14218,00000,00000,0,A,Clovis city,California,95631,95756,96210,97452,98560,99656,101980,103926,106583
162,06,000,14260,00000,00000,0,A,Coachella city,California,40704,40724,41012,41931,42654,43062,44020,44489,44953
162,06,000,14274,00000,00000,0,A,Coalinga city,California,13380,18079,18067,18047,16812,16736,16412,16521,16598
162,06,000,14498,00000,00000,0,A,Colfax city,California,1963,1950,1958,1980,1991,2001,2009,2002,2004
162,06,000,14736,00000,00000,0,A,Colma town,California,1792,1447,1450,1467,1486,1499,1510,1516,1510
162,06,000,14890,00000,00000,0,A,Colton city,California,52154,52155,52287,52771,53046,53240,53878,54472,54712
162,06,000,14946,00000,00000,0,A,Colusa city,California,5971,5971,5978,5949,5950,5940,5901,5885,5937
162,06,000,14974,00000,00000,0,A,Commerce city,California,12823,12846,12850,12911,12961,12998,13006,13006,12973
162,06,000,15044,00000,00000,0,A,Compton city,California,96455,96418,96491,97071,97550,97844,97904,97900,97550
162,06,000,16000,00000,00000,0,A,Concord city,California,122067,122154,122530,123579,124739,125937,127117,128139,128726
162,06,000,16224,00000,00000,0,A,Corcoran city,California,24813,24813,24398,24008,23566,23237,22720,22416,22626
162,06,000,16322,00000,00000,0,A,Corning city,California,7663,7663,7678,7632,7603,7547,7511,7522,7535
162,06,000,16350,00000,00000,0,A,Corona city,California,152374,152425,153204,154925,157729,159138,160883,163659,166785
162,06,000,16378,00000,00000,0,A,Coronado city,California,18912,24702,24034,23632,24406,24684,24633,24544,25952
162,06,000,16462,00000,00000,0,A,Corte Madera town,California,9253,9253,9264,9342,9375,9461,9905,9894,9858
162,06,000,16532,00000,00000,0,A,Costa Mesa city,California,109960,110078,110188,111111,111804,112263,112471,112740,112822
162,06,000,16560,00000,00000,0,A,Cotati city,California,7265,7265,7276,7308,7330,7384,7419,7438,7455
162,06,000,16742,00000,00000,0,A,Covina city,California,47796,47792,47809,48032,48310,48468,48676,48703,48549
162,06,000,17022,00000,00000,0,A,Crescent City city,California,7643,7640,7590,7520,7390,7165,6792,6784,6670
162,06,000,17498,00000,00000,0,A,Cudahy city,California,23805,23805,23813,23930,24027,24101,24131,24171,24098
162,06,000,17568,00000,00000,0,A,Culver City city,California,38883,38904,38911,39084,39295,39415,39447,39489,39364
162,06,000,17610,00000,00000,0,A,Cupertino city,California,58302,58572,58723,59213,59820,60226,60542,60324,60643
162,06,000,17750,00000,00000,0,A,Cypress city,California,47802,47860,47974,48452,48766,49072,49039,49086,48906
162,06,000,17918,00000,00000,0,A,Daly City city,California,101123,101148,101331,102575,104056,105051,105863,106296,106472
162,06,000,17946,00000,00000,0,A,Dana Point city,California,33351,33293,33353,33676,33896,34038,34006,34039,34012
162,06,000,17988,00000,00000,0,A,Danville town,California,42039,41849,41984,42390,42812,43270,43803,44248,44631
162,06,000,18100,00000,00000,0,A,Davis city,California,65622,65636,65597,65723,65893,66335,66646,67408,68111
162,06,000,18394,00000,00000,0,A,Delano city,California,53041,53041,53131,53640,52456,52393,52531,52598,52707
162,06,000,18506,00000,00000,0,A,Del Mar city,California,4161,4163,4174,4206,4245,4283,4311,4345,4365
162,06,000,18688,00000,00000,0,A,Del Rey Oaks city,California,1624,1624,1628,1643,1660,1670,1676,1681,1684
162,06,000,18996,00000,00000,0,A,Desert Hot Springs city,California,25938,27052,27177,27448,27674,27877,28088,28233,28492
162,06,000,19192,00000,00000,0,A,Diamond Bar city,California,55544,55552,55589,55911,56180,56353,56420,56570,56793
162,06,000,19318,00000,00000,0,A,Dinuba city,California,21453,21453,21569,22632,22852,23281,23586,23618,23961
162,06,000,19402,00000,00000,0,A,Dixon city,California,18351,18392,18409,18468,18601,18917,19094,19309,19806
162,06,000,19584,00000,00000,0,A,Dorris city,California,939,939,941,931,916,904,903,906,905
162,06,000,19612,00000,00000,0,A,Dos Palos city,California,4950,4950,4965,5010,5028,5039,5060,5099,5243
162,06,000,19766,00000,00000,0,A,Downey city,California,111772,111770,111818,112362,112796,113125,113400,113563,113267
162,06,000,19990,00000,00000,0,A,Duarte city,California,21321,21321,21351,21450,21640,21698,21868,21871,21801
162,06,000,20018,00000,00000,0,A,Dublin city,California,46036,46036,45913,46835,48747,52081,54592,57514,59583
162,06,000,20242,00000,00000,0,A,Dunsmuir city,California,1650,1640,1640,1621,1597,1575,1572,1579,1579
162,06,000,20956,00000,00000,0,A,East Palo Alto city,California,28155,28155,28232,28575,28953,29221,29464,29587,29684
162,06,000,21230,00000,00000,0,A,Eastvale city,California,A,53683,54058,55062,55818,56538,57818,59814,61151
162,06,000,21712,00000,00000,0,A,El Cajon city,California,99478,99516,99788,100836,101667,102464,103002,103451,103768
162,06,000,21782,00000,00000,0,A,El Centro city,California,42598,42595,42693,43092,43205,43506,43712,43860,44201
162,06,000,21796,00000,00000,0,A,El Cerrito city,California,23549,23586,23653,23861,24091,24338,24555,24875,25400
162,06,000,22020,00000,00000,0,A,Elk Grove city,California,153015,153015,153464,155778,158370,160576,163093,166379,169743
162,06,000,22230,00000,00000,0,A,El Monte city,California,113475,113481,113668,114200,115011,115627,115876,116063,115807
162,06,000,22300,00000,00000,0,A,El Paso de Robles (Paso Robles) city,California,29793,29785,29838,30125,30477,30810,31222,31483,31907
162,06,000,22412,00000,00000,0,A,El Segundo city,California,16654,16654,16660,16740,16828,16897,16948,16939,16893
162,06,000,22594,00000,00000,0,A,Emeryville city,California,10080,10013,10030,10129,10269,10787,11216,11653,11671
162,06,000,22678,00000,00000,0,A,Encinitas city,California,59518,59519,59698,60324,61001,61688,62188,62762,63131
162,06,000,22790,00000,00000,0,A,Escalon city,California,7132,7132,7147,7202,7235,7238,7369,7496,7522
162,06,000,22804,00000,00000,0,A,Escondido city,California,143911,143923,144431,146201,147803,149080,150072,151070,151613
162,06,000,22972,00000,00000,0,A,Etna city,California,737,737,736,731,723,713,713,715,716
162,06,000,23042,00000,00000,0,A,Eureka city,California,27191,27196,27204,27160,26945,26922,26906,26954,27226
162,06,000,23126,00000,00000,0,A,Exeter city,California,10334,10332,10344,10389,10441,10479,10513,10513,10506
162,06,000,23168,00000,00000,0,A,Fairfax town,California,7441,7441,7449,7512,7543,7610,7633,7625,7598
162,06,000,23182,00000,00000,0,A,Fairfield city,California,105321,105375,105525,106193,107461,109127,110792,112518,114756
162,06,000,23616,00000,00000,0,A,Farmersville city,California,10588,10588,10588,10608,10660,10701,10735,10736,10735
162,06,000,23910,00000,00000,0,A,Ferndale city,California,1371,1371,1372,1377,1366,1361,1363,1365,1372
162,06,000,24092,00000,00000,0,A,Fillmore city,California,15002,15002,15032,15102,15155,15268,15373,15497,15610
162,06,000,24134,00000,00000,0,A,Firebaugh city,California,7549,7558,7600,7769,7906,8069,8275,8295,8311
162,06,000,24638,00000,00000,0,A,Folsom city,California,72203,72203,72195,72657,73210,72968,75167,76154,77271
162,06,000,24680,00000,00000,0,A,Fontana city,California,196069,196470,197405,200101,201597,203202,204655,206893,209665
162,06,000,25058,00000,00000,0,A,Fort Bragg city,California,7273,7273,7276,7255,7258,7247,7267,7263,7287
162,06,000,25128,00000,00000,0,A,Fort Jones city,California,839,710,710,703,693,685,685,687,688
162,06,000,25296,00000,00000,0,A,Fortuna city,California,11926,11926,11936,11915,11822,11793,11877,11972,12122
162,06,000,25338,00000,00000,0,A,Foster City city,California,30567,30567,30620,30989,32129,32426,32678,33389,34175
162,06,000,25380,00000,00000,0,A,Fountain Valley city,California,55313,55360,55491,56016,56422,56719,56794,56750,56529
162,06,000,25436,00000,00000,0,A,Fowler city,California,5570,5628,5642,5902,5914,5926,6018,6236,6348
162,06,000,26000,00000,00000,0,A,Fremont city,California,214089,214079,214657,217553,221685,225029,228425,231421,233136
162,06,000,27000,00000,00000,0,A,Fresno city,California,494665,496041,496879,500897,505261,508971,514376,518503,522053
162,06,000,28000,00000,00000,0,A,Fullerton city,California,135161,135235,135353,136546,138365,138928,139137,140255,140721
162,06,000,28112,00000,00000,0,A,Galt city,California,23647,23647,23697,24110,24261,24425,24760,25224,25633
162,06,000,28168,00000,00000,0,A,Gardena city,California,58829,58829,58856,59197,59484,59930,60003,60104,60048
162,06,000,29000,00000,00000,0,A,Garden Grove city,California,170883,170964,171262,173165,174142,174793,174800,174668,174858
162,06,000,29504,00000,00000,0,A,Gilroy city,California,48821,48810,48951,49649,50675,51833,52408,53008,55069
162,06,000,30000,00000,00000,0,A,Glendale city,California,191719,191685,191783,192914,194239,195794,198799,199772,200831
162,06,000,30014,00000,00000,0,A,Glendora city,California,50073,50065,50192,50488,50691,51039,50999,51712,51851
162,06,000,30378,00000,00000,0,A,Goleta city,California,29888,29906,29966,30026,30264,30532,30794,30880,30850
162,06,000,30392,00000,00000,0,A,Gonzales city,California,8187,8154,8178,8250,8328,8379,8411,8434,8460
162,06,000,30658,00000,00000,0,A,Grand Terrace city,California,12040,12040,12068,12168,12266,12335,12377,12431,12509
162,06,000,30798,00000,00000,0,A,Grass Valley city,California,12860,12861,12859,12898,12827,12799,12856,12939,12934
162,06,000,30994,00000,00000,0,A,Greenfield city,California,16330,16330,16414,16567,16722,16816,16880,17106,17428
162,06,000,31260,00000,00000,0,A,Gridley city,California,6584,6579,6574,6545,6554,6558,6578,6577,6586
162,06,000,31393,00000,00000,0,A,Grover Beach city,California,13156,13157,13178,13212,13320,13423,13493,13565,13641
162,06,000,31414,00000,00000,0,A,Guadalupe city,California,7080,7080,7089,7101,7155,7211,7273,7305,7321
162,06,000,31568,00000,00000,0,A,Gustine city,California,5520,5520,5536,5587,5611,5630,5659,5723,5817
162,06,000,31708,00000,00000,0,A,Half Moon Bay city,California,11324,11324,11349,11510,11690,12057,12343,12619,12697
162,06,000,31960,00000,00000,0,A,Hanford city,California,53967,54076,54118,54312,54244,54490,54851,55399,55547
162,06,000,32506,00000,00000,0,A,Hawaiian Gardens city,California,14254,14275,14284,14351,14411,14461,14477,14508,14473
162,06,000,32548,00000,00000,0,A,Hawthorne city,California,84293,84293,84328,85041,85532,86078,86992,87934,88031
162,06,000,33000,00000,00000,0,A,Hayward city,California,144186,144372,144845,146983,149517,151847,154412,157763,158937
162,06,000,33056,00000,00000,0,A,Healdsburg city,California,11254,11254,11313,11360,11408,11503,11634,11727,11827
162,06,000,33182,00000,00000,0,A,Hemet city,California,78657,78679,79161,80342,81200,81917,82791,83577,84281
162,06,000,33308,00000,00000,0,A,Hercules city,California,24060,24070,24136,24342,24567,24798,25020,25220,25360
162,06,000,33364,00000,00000,0,A,Hermosa Beach city,California,19506,19506,19511,19595,19679,19723,19715,19744,19789
162,06,000,33434,00000,00000,0,A,Hesperia city,California,90173,90173,90386,91338,91810,92085,92449,93047,93724
162,06,000,33518,00000,00000,0,A,Hidden Hills city,California,1856,1856,1857,1871,1882,1896,1901,1913,1925
162,06,000,33588,00000,00000,0,A,Highland city,California,53104,53104,53232,53719,54029,54276,54487,54718,54939
162,06,000,33798,00000,00000,0,A,Hillsborough town,California,10825,10825,10849,10996,11128,11254,11362,11425,11431
162,06,000,34120,00000,00000,0,A,Hollister city,California,34928,34893,35093,35553,35990,36461,36965,37252,37833
162,06,000,34246,00000,00000,0,A,Holtville city,California,5939,5936,5954,6010,6025,6040,6275,6384,6435
162,06,000,34904,00000,00000,0,A,Hughson city,California,6640,6640,6657,6711,6853,6999,7194,7342,7417
162,06,000,36000,00000,00000,0,A,Huntington Beach city,California,189992,191037,191376,193212,194534,197521,200048,201046,200652
162,06,000,36056,00000,00000,0,A,Huntington Park city,California,58114,58114,58134,58403,58630,58873,59064,59088,58879
162,06,000,36084,00000,00000,0,A,Huron city,California,6754,6745,6755,6754,6763,6777,6789,6812,6941
162,06,000,36280,00000,00000,0,A,Imperial city,California,14758,14752,14857,15252,15645,16205,16790,17051,17203
162,06,000,36294,00000,00000,0,A,Imperial Beach city,California,26324,26324,26392,26641,26868,27088,27125,27333,27418
162,06,000,36434,00000,00000,0,A,Indian Wells city,California,4958,4958,4983,5044,5095,5148,5205,5268,5345
162,06,000,36448,00000,00000,0,A,Indio city,California,76036,79116,79647,81099,82380,83531,85371,87210,88488
162,06,000,36490,00000,00000,0,A,Industry city,California,219,217,214,206,204,205,205,205,205
162,06,000,36546,00000,00000,0,A,Inglewood city,California,109673,109673,109720,110678,111110,111254,111178,111029,110654
162,06,000,36672,00000,00000,0,A,Ione city,California,7918,7920,7748,7561,7323,6961,6983,7002,7027
162,06,000,36770,00000,00000,0,A,Irvine city,California,212375,211906,213336,220347,229291,236366,247532,255823,266122
162,06,000,36826,00000,00000,0,A,Irwindale city,California,1422,1422,1423,1422,1420,1421,1425,1429,1434
162,06,000,36882,00000,00000,0,A,Isleton city,California,804,804,806,811,817,820,825,831,836
162,06,000,36980,00000,00000,0,A,Jackson city,California,4651,4666,4650,4616,4599,4585,4605,4653,4678
162,06,000,37692,00000,00000,0,A,Jurupa Valley city,California,A,95005,95635,97289,98503,99649,100309,101708,103541
162,06,000,38226,00000,00000,0,A,Kerman city,California,13544,13567,13641,13894,14314,14338,14376,14463,14594
162,06,000,38520,00000,00000,0,A,King City city,California,12874,12874,12905,13026,13155,13235,13532,13841,13869
162,06,000,38562,00000,00000,0,A,Kingsburg city,California,11382,11396,11411,11512,11601,11668,11702,11774,11807
162,06,000,39003,00000,00000,0,A,La Cañada Flintridge city,California,20246,20239,20249,20359,20441,20506,20495,20472,20447
162,06,000,39122,00000,00000,0,A,Lafayette city,California,23893,23794,23884,24307,24587,25042,25428,25767,26103
162,06,000,39178,00000,00000,0,A,Laguna Beach city,California,22723,22730,22771,23000,23137,23258,23259,23271,23190
162,06,000,39220,00000,00000,0,A,Laguna Hills city,California,30344,30258,30311,30597,30783,30904,30861,31619,31509
162,06,000,39248,00000,00000,0,A,Laguna Niguel city,California,62979,62985,63142,63845,64255,64518,65225,65530,65328
162,06,000,39259,00000,00000,0,A,Laguna Woods city,California,16192,16046,16075,16223,16321,16382,16356,16338,16272
162,06,000,39290,00000,00000,0,A,La Habra city,California,60239,60281,60398,61003,61364,61636,61837,61871,61664
162,06,000,39304,00000,00000,0,A,La Habra Heights city,California,5325,5316,5324,5357,5392,5411,5415,5422,5411
162,06,000,39486,00000,00000,0,A,Lake Elsinore city,California,51821,53425,53757,55241,56244,57938,60393,62270,64205
162,06,000,39496,00000,00000,0,A,Lake Forest city,California,77264,77448,77588,78391,78877,79278,79852,82147,83240
162,06,000,39710,00000,00000,0,A,Lakeport city,California,4753,4753,4756,4715,4683,4751,4770,4797,4772
162,06,000,39892,00000,00000,0,A,Lakewood city,California,80048,80054,80076,80491,80802,81048,81120,81142,81138
162,06,000,40004,00000,00000,0,A,La Mesa city,California,57065,57013,57165,57702,58209,58688,59019,59876,59948
162,06,000,40032,00000,00000,0,A,La Mirada city,California,48527,48527,48552,48765,48941,49073,49144,49252,49216
162,06,000,40130,00000,00000,0,A,Lancaster city,California,156633,156643,156865,158267,158535,159408,160037,160208,160106
162,06,000,40256,00000,00000,0,A,La Palma city,California,15568,15526,15553,15695,15787,15881,15856,15838,15774
162,06,000,40340,00000,00000,0,A,La Puente city,California,39816,39816,39842,40071,40231,40389,40466,40510,40377
162,06,000,40354,00000,00000,0,A,La Quinta city,California,37467,37468,37685,38178,38555,39195,39843,40321,40956
162,06,000,40438,00000,00000,0,A,Larkspur city,California,11926,11926,11941,12045,12095,12207,12313,12408,12382
162,06,000,40704,00000,00000,0,A,Lathrop city,California,18023,18023,18140,18769,19081,19594,20008,20793,22073
162,06,000,40830,00000,00000,0,A,La Verne city,California,31063,31062,31080,31239,31373,31698,32292,32497,32389
162,06,000,40886,00000,00000,0,A,Lawndale city,California,32769,32769,32787,32947,33081,33187,33232,33248,33145
162,06,000,41124,00000,00000,0,A,Lemon Grove city,California,25320,25318,25389,25631,25985,26176,26478,26634,26860
162,06,000,41152,00000,00000,0,A,Lemoore city,California,24531,24531,24542,24491,24645,24871,25063,25524,25785
162,06,000,41474,00000,00000,0,A,Lincoln city,California,42819,42781,42983,43684,44191,45006,45747,46344,47030
162,06,000,41712,00000,00000,0,A,Lindsay city,California,11768,11746,11764,12665,12791,12959,13131,13173,13245
162,06,000,41936,00000,00000,0,A,Live Oak city,California,8392,8466,8471,8566,8381,8404,8432,8481,8800
162,06,000,41992,00000,00000,0,A,Livermore city,California,80968,81108,81321,82332,83612,85217,86748,87826,89115
162,06,000,42006,00000,00000,0,A,Livingston city,California,13058,13011,13065,13377,13437,13481,13744,13830,13961
162,06,000,42202,00000,00000,0,A,Lodi city,California,62134,62134,62288,62805,63148,63243,63765,64366,64641
162,06,000,42370,00000,00000,0,A,Loma Linda city,California,23261,23261,23332,23514,23634,23702,23781,23985,24129
162,06,000,42468,00000,00000,0,A,Lomita city,California,20256,20256,20270,20391,20530,20645,20678,20720,20693
162,06,000,42524,00000,00000,0,A,Lompoc city,California,42434,42438,42337,42232,43158,43495,44013,44071,43712
162,06,000,43000,00000,00000,0,A,Long Beach city,California,462257,462235,462608,465154,467808,469148,470431,471439,470130
162,06,000,43140,00000,00000,0,A,Loomis town,California,6430,6419,6441,6535,6595,6661,6710,6717,6767
162,06,000,43224,00000,00000,0,A,Los Alamitos city,California,11449,11409,11428,11536,11612,11653,11684,11672,11636
162,06,000,43280,00000,00000,0,A,Los Altos city,California,28976,28999,29076,29462,29810,29999,30222,30546,30561
162,06,000,43294,00000,00000,0,A,Los Altos Hills town,California,7922,8028,8049,8126,8244,8322,8406,8416,8501
162,06,000,44000,00000,00000,0,A,Los Angeles city,California,3792621,3792584,3796292,3825393,3858137,3890436,3920173,3949149,3976322
162,06,000,44028,00000,00000,0,A,Los Banos city,California,35972,35967,36083,36420,36575,36700,36928,37263,37643
162,06,000,44112,00000,00000,0,A,Los Gatos town,California,29413,29434,29521,29852,30175,30441,30655,30578,30545
162,06,000,44364,00000,00000,0,A,Loyalton city,California,769,766,761,732,724,716,703,704,695
162,06,000,44574,00000,00000,0,A,Lynwood city,California,69772,69766,69621,69749,70709,71312,71377,71583,71187
162,06,000,44826,00000,00000,0,A,McFarland city,California,12707,12707,12726,12792,12381,12450,13609,13981,14544
162,06,000,45022,00000,00000,0,A,Madera city,California,61416,61416,61552,61929,62461,62839,63399,63916,64444
162,06,000,45246,00000,00000,0,A,Malibu city,California,12645,12635,12645,12707,12773,12834,12867,12891,12879
162,06,000,45358,00000,00000,0,A,Mammoth Lakes town,California,8234,8234,8228,8277,8226,8033,8036,7934,7994
162,06,000,45400,00000,00000,0,A,Manhattan Beach city,California,35135,35135,35138,35284,35420,35516,35563,35609,35741
162,06,000,45484,00000,00000,0,A,Manteca city,California,67096,67276,67686,69233,70921,71821,73263,75166,76908
