SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016
157,06,093,49852,00000,00000,1,A,Mount Shasta city,California,3394,3394,3392,3359,3318,3273,3283,3291,3292
157,06,093,80686,00000,00000,1,A,Tulelake city,California,1010,1010,1012,1006,997,990,989,992,991
157,06,093,83850,00000,00000,1,A,Weed city,California,2967,2967,2980,2985,2940,2888,2718,2552,2654
157,06,093,86944,00000,00000,1,A,Yreka city,California,7765,7765,7791,7754,7662,7569,7562,7584,7596
157,06,093,99990,00000,00000,1,F,Balance of Siskiyou County,California,24156,24295,24290,24150,23886,23637,23657,23780,23783
050,06,095,00000,00000,00000,0,A,Solano County,California,413344,413344,414034,416486,419881,423972,429601,434321,440207
157,06,095,05290,00000,00000,1,A,Benicia city,California,26997,26997,27029,27162,27358,27564,27831,28053,28174
157,06,095,19402,00000,00000,1,A,Dixon city,California,18351,18392,18409,18468,18601,18917,19094,19309,19806
157,06,095,23182,00000,00000,1,A,Fairfield city,California,105321,105375,105525,106193,107461,109127,110792,112518,114756
157,06,095,60984,00000,00000,1,A,Rio Vista city,California,7360,7367,7391,7453,7560,7727,8027,8313,8641
157,06,095,75630,00000,00000,1,A,Suisun City city,California,28111,28104,28148,28319,28521,28732,29147,29366,29505
157,06,095,81554,00000,00000,1,A,Vacaville city,California,92428,92425,92573,93257,93698,94090,95519,96419,98303
157,06,095,81666,00000,00000,1,A,Vallejo city,California,115942,115940,116182,116780,117690,118669,119802,120759,121299
157,06,095,99990,00000,00000,1,F,Balance of Solano County,California,18834,18744,18777,18854,18992,19146,19389,19584,19723
050,06,097,00000,00000,00000,0,A,Sonoma County,California,483878,483880,484817,487641,490509,494657,499168,501474,503070
157,06,097,14190,00000,00000,1,A,Cloverdale city,California,8618,8618,8628,8661,8684,8737,8777,8799,8801
157,06,097,16560,00000,00000,1,A,Cotati city,California,7265,7265,7276,7308,7330,7384,7419,7438,7455
157,06,097,33056,00000,00000,1,A,Healdsburg city,California,11254,11254,11313,11360,11408,11503,11634,11727,11827
157,06,097,56784,00000,00000,1,A,Petaluma city,California,57941,57941,58029,58254,58778,59392,59814,60358,60530
157,06,097,62546,00000,00000,1,A,Rohnert Park city,California,40971,40818,40867,41017,41120,41378,42160,42348,42622
157,06,097,70098,00000,00000,1,A,Santa Rosa city,California,167815,167834,168097,169212,170197,171820,173773,174727,175155
157,06,097,70770,00000,00000,1,A,Sebastopol city,California,7379,7392,7402,7471,7522,7591,7642,7667,7678
157,06,097,72646,00000,00000,1,A,Sonoma city,California,10648,10652,10667,10711,10815,10883,10981,11022,11054
157,06,097,85922,00000,00000,1,A,Windsor town,California,26801,26795,26823,26908,27036,27208,27333,27427,27555
157,06,097,99990,00000,00000,1,F,Balance of Sonoma County,California,145186,145311,145715,146739,147619,148761,149635,149961,150393
050,06,099,00000,00000,00000,0,A,Stanislaus County,California,514453,514451,515342,518073,521360,524744,529754,535385,541560
157,06,099,12524,00000,00000,1,A,Ceres city,California,45417,45899,45974,46163,46408,46662,47140,47701,48278
157,06,099,34904,00000,00000,1,A,Hughson city,California,6640,6640,6657,6711,6853,6999,7194,7342,7417
157,06,099,48354,00000,00000,1,A,Modesto city,California,201165,203119,203384,204224,205410,206582,208333,210088,212175
157,06,099,51140,00000,00000,1,A,Newman city,California,10224,10263,10279,10540,10601,10657,10748,10886,11123
157,06,099,52694,00000,00000,1,A,Oakdale city,California,20675,20641,20727,20866,21155,21403,21727,22105,22564
157,06,099,56112,00000,00000,1,A,Patterson city,California,20413,20485,20511,20594,20719,20891,21193,21451,21776
157,06,099,61068,00000,00000,1,A,Riverbank city,California,22678,22678,22774,23128,23270,23460,23687,23983,24389
157,06,099,80812,00000,00000,1,A,Turlock city,California,68549,68617,68779,69221,69747,70333,70994,71955,72796
157,06,099,83612,00000,00000,1,A,Waterford city,California,8456,8456,8467,8501,8551,8595,8703,8774,8861
157,06,099,99990,00000,00000,1,F,Balance of Stanislaus County,California,110236,107653,107790,108125,108646,109162,110035,111100,112181
050,06,101,00000,00000,00000,0,A,Sutter County,California,94737,94743,94806,94614,94362,94801,95236,95978,96651
157,06,101,41936,00000,00000,1,A,Live Oak city,California,8392,8466,8471,8566,8381,8404,8432,8481,8800
157,06,101,86972,00000,00000,1,A,Yuba City city,California,64925,65634,65677,65454,65395,65732,66060,66604,66845
157,06,101,99990,00000,00000,1,F,Balance of Sutter County,California,21420,20643,20658,20594,20586,20665,20744,20893,21006
050,06,103,00000,00000,00000,0,A,Tehama County,California,63463,63440,63571,63254,63133,62835,62756,63073,63276
157,06,103,16322,00000,00000,1,A,Corning city,California,7663,7663,7678,7632,7603,7547,7511,7522,7535
157,06,103,59892,00000,00000,1,A,Red Bluff city,California,14076,14076,14094,14049,14044,14018,13984,14084,14158
157,06,103,78106,00000,00000,1,A,Tehama city,California,418,418,419,415,414,411,411,414,416
157,06,103,99990,00000,00000,1,F,Balance of Tehama County,California,41306,41283,41380,41158,41072,40859,40850,41053,41167
050,06,105,00000,00000,00000,1,A,Trinity County,California,13786,13786,13765,13716,13500,13430,13121,13068,12782
050,06,107,00000,00000,00000,0,A,Tulare County,California,442179,442182,443083,447384,450701,453354,456115,458238,460437
157,06,107,19318,00000,00000,1,A,Dinuba city,California,21453,21453,21569,22632,22852,23281,23586,23618,23961
157,06,107,23126,00000,00000,1,A,Exeter city,California,10334,10332,10344,10389,10441,10479,10513,10513,10506
157,06,107,23616,00000,00000,1,A,Farmersville city,California,10588,10588,10588,10608,10660,10701,10735,10736,10735
157,06,107,41712,00000,00000,1,A,Lindsay city,California,11768,11746,11764,12665,12791,12959,13131,13173,13245
157,06,107,58240,00000,00000,1,A,Porterville city,California,54165,57287,57403,57832,58027,58166,58262,59000,58978
157,06,107,80644,00000,00000,1,A,Tulare city,California,59278,59314,59467,59888,60773,61058,61614,62103,62779
157,06,107,82954,00000,00000,1,A,Visalia city,California,124442,124470,124840,125751,126623,127518,128726,129653,131074
157,06,107,86300,00000,00000,1,A,Woodlake city,California,7279,7279,7302,7320,7353,7599,7630,7627,7623
157,06,107,99990,00000,00000,1,F,Balance of Tulare County,California,142872,139713,139806,140299,141181,141593,141918,141815,141536
050,06,109,00000,00000,00000,0,A,Tuolumne County,California,55365,55365,55182,54749,54134,53940,53827,53615,53804
157,06,109,72674,00000,00000,1,A,Sonora city,California,4903,4904,4898,4861,4811,4808,4803,4810,4823
157,06,109,99990,00000,00000,1,F,Balance of Tuolumne County,California,50462,50461,50284,49888,49323,49132,49024,48805,48981
050,06,111,00000,00000,00000,0,A,Ventura County,California,823318,823387,825320,830707,834519,839498,844078,847719,849738
157,06,111,10046,00000,00000,1,A,Camarillo city,California,65201,65178,65298,65589,65766,66009,66675,67339,67363
157,06,111,24092,00000,00000,1,A,Fillmore city,California,15002,15002,15032,15102,15155,15268,15373,15497,15610
157,06,111,49138,00000,00000,1,A,Moorpark city,California,34421,34421,34552,34833,34955,35094,35450,35983,36481
157,06,111,53476,00000,00000,1,A,Ojai city,California,7461,7461,7476,7513,7541,7576,7601,7602,7585
157,06,111,54652,00000,00000,1,A,Oxnard city,California,197899,197966,198518,200034,201277,203055,204877,206566,207906
157,06,111,58296,00000,00000,1,A,Port Hueneme city,California,21723,21723,21707,21739,21818,22129,22057,22354,22277
157,06,111,65042,00000,00000,1,A,San Buenaventura (Ventura) city,California,106433,107231,107143,107740,108480,108868,109151,109338,109592
157,06,111,70042,00000,00000,1,A,Santa Paula city,California,29321,29321,29387,29831,30009,30193,30453,30441,30335
157,06,111,72016,00000,00000,1,A,Simi Valley city,California,124237,124239,124497,125111,125433,126055,126482,126365,126327
157,06,111,78582,00000,00000,1,A,Thousand Oaks city,California,126683,126520,126800,127452,127852,128449,128917,128914,128888
157,06,111,99990,00000,00000,1,F,Balance of Ventura County,California,94937,94325,94910,95763,96233,96802,97042,97320,97374
050,06,113,00000,00000,00000,0,A,Yolo County,California,200849,200850,201122,202167,204929,206685,208737,212202,215802
157,06,113,18100,00000,00000,1,A,Davis city,California,65622,65636,65597,65723,65893,66335,66646,67408,68111
157,06,113,84816,00000,00000,1,A,West Sacramento city,California,48744,48744,48858,49164,49627,50089,51749,52506,52981
157,06,113,86034,00000,00000,1,A,Winters city,California,6624,6624,6623,6840,6880,6907,6929,7007,7144
157,06,113,86328,00000,00000,1,A,Woodland city,California,55468,55473,55550,55765,56288,56738,57335,58339,59068
157,06,113,99990,00000,00000,1,F,Balance of Yolo County,California,24391,24373,24494,24675,26241,26616,26078,26942,28498
050,06,115,00000,00000,00000,0,A,Yuba County,California,72155,72148,72346,72548,72901,73233,73776,74299,75275
157,06,115,46170,00000,00000,1,A,Marysville city,California,12072,12072,12092,12104,12131,12176,12200,12187,12249
157,06,115,85012,00000,00000,1,A,Wheatland city,California,3456,3504,3513,3520,3530,3514,3518,3739,3783
157,06,115,99990,00000,00000,1,F,Balance of Yuba County,California,56627,56572,56741,56924,57240,57543,58058,58373,59243
